id,data
2493,5
2504,5
1032,5
2332,5
2322,5
3973,5
2519,5
2314,5
2529,5
2306,5
3953,5
2542,5
2478,5
2477,5
2298,5
2404,5
2416,5
2409,5
1002,5
3994,5
2425,5
2426,5
2397,5
2472,5
2436,5
1011,5
1012,5
3982,5
2385,5
1019,5
2299,5
2551,5
2189,5
2643,5
2623,5
2626,5
2222,5
2215,5
1079,5
1081,5
2648,5
1072,5
1084,5
2653,5
2202,5
2662,5
2199,5
2671,5
2615,5
2230,5
2290,5
2270,5
3946,5
2289,5
2276,5
2568,5
2571,5
3938,5
2586,5
1071,5
2589,5
2591,5
2599,5
2815,5
3926,5
1070,5
2603,5
1913,5
2050,5
3322,5
1658,5
3277,5
1645,5
1287,5
3681,5
1288,5
1633,5
3325,5
2821,5
3327,5
3670,5
3332,5
3665,5
1581,5
3356,5
3360,5
1661,5
3266,5
3258,5
3699,5
3162,5
1755,5
3183,5
3185,5
3186,5
3715,5
3714,5
1734,5
1268,5
1733,5
3197,5
1710,5
3222,5
3703,5
3247,5
3361,5
1313,5
1314,5
3624,5
1487,5
3476,5
3477,5
3496,5
1468,5
3613,5
1463,5
1454,5
3521,5
1364,5
1415,5
1410,5
1403,5
1397,5
1381,5
1347,5
3472,5
1562,5
1488,5
1558,5
1557,5
1549,5
3405,5
3644,5
3411,5
3413,5
3431,5
3437,5
3637,5
1328,5
3634,5
3442,5
3459,5
1496,5
1255,5
3152,5
3145,5
2909,5
1951,5
1177,5
2924,5
1945,5
2939,5
3803,5
1929,5
2950,5
1920,5
1914,5
3797,5
2960,5
3590,5
1908,5
2981,5
2912,5
2899,5
1897,5
1173,5
2041,5
2024,5
2023,5
2851,5
3835,5
2852,5
2005,5
2865,5
1992,5
1979,5
1978,5
2891,5
3824,5
2893,5
3822,5
2983,5
1210,5
3144,5
3760,5
1827,5
3066,5
1824,5
3752,5
3083,5
1812,5
3748,5
3099,5
3101,5
3103,5
1803,5
3120,5
3121,5
1779,5
3142,5
1236,5
3761,5
1893,5
3050,5
1876,5
1213,5
1873,5
3007,5
1872,5
3010,5
3015,5
3018,5
1226,5
3026,5
3028,5
3769,5
1850,5
3035,5
3048,5
1720,5
